timestamp,run_name,latent_dim,epochs_trained,best_epoch,best_val_loss,final_lr,model_path
2026-04-17T01:45:23,ae_asl39_ld64,64,50,50,0.30335579693020875,0.001,D:\Code\NS\ASL\asl-latent-classification\autoencoder\models\best_autoencoder_ae_asl39_ld64.pth
