timestamp,run_name,optimizer,scheduler,lr,weight_decay,momentum,dropout,label_smoothing,batch_size,augment,num_workers,epochs_trained,best_epoch,best_val_loss,best_val_acc,final_lr,best_model_path
2026-04-13T22:58:18,ab1_baseline,adam,plateau,0.001,0.0,0.9,0.5,0.0,128,False,0,23,16,4.597270521493368e-05,1.0,0.00025,D:\Code\NS\ASL\asl-latent-classification\cnn_classifier\models\best_cnn_classifier_ab1_baseline.pth
2026-04-13T23:37:36,ab2_adamw_wd,adamw,plateau,0.001,0.0001,0.9,0.5,0.0,128,False,0,35,28,4.27481836928909e-07,1.0,6.25e-05,D:\Code\NS\ASL\asl-latent-classification\cnn_classifier\models\best_cnn_classifier_ab2_adamw_wd.pth
2026-04-14T00:23:41,ab3_adamw_wd_do03,adamw,plateau,0.001,0.0001,0.9,0.3,0.0,128,False,0,43,36,5.845133610928942e-07,1.0,6.25e-05,D:\Code\NS\ASL\asl-latent-classification\cnn_classifier\models\best_cnn_classifier_ab3_adamw_wd_do03.pth
2026-04-14T01:42:33,ab4_aug,adamw,plateau,0.001,0.0001,0.9,0.3,0.0,128,True,0,50,50,3.1564442761725e-07,1.0,6.25e-05,D:\Code\NS\ASL\asl-latent-classification\cnn_classifier\models\best_cnn_classifier_ab4_aug.pth
2026-04-14T02:53:02,ab5_aug_ls005,adamw,plateau,0.001,0.0001,0.9,0.3,0.05,128,True,0,50,48,0.35531651784633766,1.0,6.25e-05,D:\Code\NS\ASL\asl-latent-classification\cnn_classifier\models\best_cnn_classifier_ab5_aug_ls005.pth
2026-04-14T04:05:11,ab6_aug_ls005_cosine,adamw,cosine,0.001,0.0001,0.9,0.3,0.05,128,True,0,50,45,0.3550944623590886,1.0,1e-06,D:\Code\NS\ASL\asl-latent-classification\cnn_classifier\models\best_cnn_classifier_ab6_aug_ls005_cosine.pth
2026-04-14T05:05:57,ab7_aug_ls005_bs64,adamw,plateau,0.001,0.0001,0.9,0.3,0.05,64,True,0,41,34,0.35536202082688784,1.0,6.25e-05,D:\Code\NS\ASL\asl-latent-classification\cnn_classifier\models\best_cnn_classifier_ab7_aug_ls005_bs64.pth
2026-04-16T23:18:38,asl39_generalized_e1,adam,plateau,0.001,0.0,0.9,0.3,0.0,256,False,0,1,1,0.23972827054967927,0.9237810945273632,0.001,D:\Code\NS\ASL\asl-latent-classification\cnn_classifier\models\best_cnn_classifier_asl39_generalized_e1.pth
